Pickup Supplier,Pickup Location,Supplier ID,Destination,Fee,Notes 1,Notes 2
Global Rent A Car,Croatia,689901,Romania,40 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Global Rent A Car,Germany,664461,Austria,20 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,"For car groups L***, P*** and X*** cross border travel is only allowed into the following countries: Austria, Switzerland, Italy, Liechtenstein, France, Netherlands, Belgium, Luxembourg and Denmark."
Global Rent A Car,Germany,664461,Belgium,20 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,"For car groups L***, P*** and X*** cross border travel is only allowed into the following countries: Austria, Switzerland, Italy, Liechtenstein, France, Netherlands, Belgium, Luxembourg and Denmark."
Global Rent A Car,Germany,664461,Spain,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,"For car groups L***, P*** and X*** cross border travel is only allowed into the following countries: Austria, Switzerland, Italy, Liechtenstein, France, Netherlands, Belgium, Luxembourg and Denmark."
Global Rent A Car,Germany,664461,Croatia,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,"For car groups L***, P*** and X*** cross border travel is only allowed into the following countries: Austria, Switzerland, Italy, Liechtenstein, France, Netherlands, Belgium, Luxembourg and Denmark."
Global Rent A Car,Germany,664461,Czech Republic,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,"For car groups L***, P*** and X*** cross border travel is only allowed into the following countries: Austria, Switzerland, Italy, Liechtenstein, France, Netherlands, Belgium, Luxembourg and Denmark."
Global Rent A Car,Germany,664461,Denmark,20 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,"For car groups L***, P*** and X*** cross border travel is only allowed into the following countries: Austria, Switzerland, Italy, Liechtenstein, France, Netherlands, Belgium, Luxembourg and Denmark."
Global Rent A Car,Germany,664461,Finland,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,"For car groups L***, P*** and X*** cross border travel is only allowed into the following countries: Austria, Switzerland, Italy, Liechtenstein, France, Netherlands, Belgium, Luxembourg and Denmark."
Global Rent A Car,Germany,664461,France,20 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,"For car groups L***, P*** and X*** cross border travel is only allowed into the following countries: Austria, Switzerland, Italy, Liechtenstein, France, Netherlands, Belgium, Luxembourg and Denmark."
Global Rent A Car,Germany,664461,Hungary,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,"For car groups L***, P*** and X*** cross border travel is only allowed into the following countries: Austria, Switzerland, Italy, Liechtenstein, France, Netherlands, Belgium, Luxembourg and Denmark."
Global Rent A Car,Germany,664461,Ireland,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,"For car groups L***, P*** and X*** cross border travel is only allowed into the following countries: Austria, Switzerland, Italy, Liechtenstein, France, Netherlands, Belgium, Luxembourg and Denmark."
Global Rent A Car,Germany,664461,Italy,20 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,"For car groups L***, P*** and X*** cross border travel is only allowed into the following countries: Austria, Switzerland, Italy, Liechtenstein, France, Netherlands, Belgium, Luxembourg and Denmark."
Global Rent A Car,Germany,664461,Luxembourg,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,"For car groups L***, P*** and X*** cross border travel is only allowed into the following countries: Austria, Switzerland, Italy, Liechtenstein, France, Netherlands, Belgium, Luxembourg and Denmark."
Global Rent A Car,Germany,664461,Netherlands,20 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,"For car groups L***, P*** and X*** cross border travel is only allowed into the following countries: Austria, Switzerland, Italy, Liechtenstein, France, Netherlands, Belgium, Luxembourg and Denmark."
Global Rent A Car,Germany,664461,Norway,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,"For car groups L***, P*** and X*** cross border travel is only allowed into the following countries: Austria, Switzerland, Italy, Liechtenstein, France, Netherlands, Belgium, Luxembourg and Denmark."
Global Rent A Car,Germany,664461,Poland,20 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,"For car groups L***, P*** and X*** cross border travel is only allowed into the following countries: Austria, Switzerland, Italy, Liechtenstein, France, Netherlands, Belgium, Luxembourg and Denmark."
Global Rent A Car,Germany,664461,Portugal,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,"For car groups L***, P*** and X*** cross border travel is only allowed into the following countries: Austria, Switzerland, Italy, Liechtenstein, France, Netherlands, Belgium, Luxembourg and Denmark."
Global Rent A Car,Germany,664461,Slovakia,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,"For car groups L***, P*** and X*** cross border travel is only allowed into the following countries: Austria, Switzerland, Italy, Liechtenstein, France, Netherlands, Belgium, Luxembourg and Denmark."
Global Rent A Car,Germany,664461,Slovenia,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,"For car groups L***, P*** and X*** cross border travel is only allowed into the following countries: Austria, Switzerland, Italy, Liechtenstein, France, Netherlands, Belgium, Luxembourg and Denmark."
Global Rent A Car,Germany,664461,Sweden,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,"For car groups L***, P*** and X*** cross border travel is only allowed into the following countries: Austria, Switzerland, Italy, Liechtenstein, France, Netherlands, Belgium, Luxembourg and Denmark."
Global Rent A Car,Germany,664461,Switzerland,20 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,"For car groups L***, P*** and X*** cross border travel is only allowed into the following countries: Austria, Switzerland, Italy, Liechtenstein, France, Netherlands, Belgium, Luxembourg and Denmark."
Global Rent A Car,Germany,664461,United Kingdom,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,"For car groups L***, P*** and X*** cross border travel is only allowed into the following countries: Austria, Switzerland, Italy, Liechtenstein, France, Netherlands, Belgium, Luxembourg and Denmark."
Global Rent A Car,Germany,664461,Andorra,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,"For car groups L***, P*** and X*** cross border travel is only allowed into the following countries: Austria, Switzerland, Italy, Liechtenstein, France, Netherlands, Belgium, Luxembourg and Denmark."
Global Rent A Car,Germany,664461,Monaco,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,"For car groups L***, P*** and X*** cross border travel is only allowed into the following countries: Austria, Switzerland, Italy, Liechtenstein, France, Netherlands, Belgium, Luxembourg and Denmark."
Global Rent A Car,Germany,664461,Liechtenstein,20 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,"For car groups L***, P*** and X*** cross border travel is only allowed into the following countries: Austria, Switzerland, Italy, Liechtenstein, France, Netherlands, Belgium, Luxembourg and Denmark."
Global Rent A Car,Hungary,692396,Germany,30 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Global Rent A Car,Hungary,692396,Austria,30 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Global Rent A Car,Hungary,692396,Belgium,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Global Rent A Car,Hungary,692396,Spain,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Global Rent A Car,Hungary,692396,Czech Republic,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Global Rent A Car,Hungary,692396,Denmark,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Global Rent A Car,Hungary,692396,Finland,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Global Rent A Car,Hungary,692396,Ireland,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Global Rent A Car,Hungary,692396,Luxembourg,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Global Rent A Car,Hungary,692396,Netherlands,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Global Rent A Car,Hungary,692396,Norway,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Global Rent A Car,Hungary,692396,Poland,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Global Rent A Car,Hungary,692396,Portugal,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Global Rent A Car,Hungary,692396,Slovakia,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Global Rent A Car,Hungary,692396,Slovenia,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Global Rent A Car,Hungary,692396,Sweden,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Global Rent A Car,Hungary,692396,Switzerland,30 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Global Rent A Car,Hungary,692396,United Kingdom,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Global Rent A Car,Hungary,692396,Andorra,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Global Rent A Car,Hungary,692396,Monaco,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Global Rent A Car,Hungary,692396,Liechtenstein,30 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Global Rent A Car,Italy,692381,Germany,30 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Global Rent A Car,Italy,692381,Austria,30 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Global Rent A Car,Italy,692381,Belgium,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Global Rent A Car,Italy,692381,Croatia,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Global Rent A Car,Italy,692381,Czech Republic,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Global Rent A Car,Italy,692381,Denmark,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Global Rent A Car,Italy,692381,Finland,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Global Rent A Car,Italy,692381,France,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Global Rent A Car,Italy,692381,Hungary,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Global Rent A Car,Italy,692381,Ireland,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Global Rent A Car,Italy,692381,Luxembourg,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Global Rent A Car,Italy,692381,Netherlands,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Global Rent A Car,Italy,692381,Norway,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Global Rent A Car,Italy,692381,Poland,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Global Rent A Car,Italy,692381,Portugal,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Global Rent A Car,Italy,692381,Slovakia,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Global Rent A Car,Italy,692381,Slovenia,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Global Rent A Car,Italy,692381,Sweden,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Global Rent A Car,Italy,692381,Switzerland,30 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Global Rent A Car,Italy,692381,United Kingdom,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Global Rent A Car,Italy,692381,Monaco,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Global Rent A Car,Italy,692381,Liechtenstein,30 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Global Rent A Car,Slovakia,692382,Germany,30 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Global Rent A Car,Slovakia,692382,Austria,30 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Global Rent A Car,Slovakia,692382,Belgium,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Global Rent A Car,Slovakia,692382,Spain,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Global Rent A Car,Slovakia,692382,Croatia,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Global Rent A Car,Slovakia,692382,Czech Republic,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Global Rent A Car,Slovakia,692382,Denmark,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Global Rent A Car,Slovakia,692382,Finland,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Global Rent A Car,Slovakia,692382,France,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Global Rent A Car,Slovakia,692382,Ireland,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Global Rent A Car,Slovakia,692382,Italy,30 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Global Rent A Car,Slovakia,692382,Lithuania,30 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Global Rent A Car,Slovakia,692382,Luxembourg,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Global Rent A Car,Slovakia,692382,Netherlands,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Global Rent A Car,Slovakia,692382,Norway,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Global Rent A Car,Slovakia,692382,Poland,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Global Rent A Car,Slovakia,692382,Portugal,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Global Rent A Car,Slovakia,692382,Slovenia,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Global Rent A Car,Slovakia,692382,Sweden,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Global Rent A Car,Slovakia,692382,Switzerland,30 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Global Rent A Car,Slovakia,692382,United Kingdom,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Global Rent A Car,Slovakia,692382,Andorra,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Global Rent A Car,Slovakia,692382,Monaco,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Globaldrive,Germany,383839,Austria,20 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Globaldrive,Germany,383839,Belgium,20 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Globaldrive,Germany,383839,Spain,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Globaldrive,Germany,383839,Croatia,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Globaldrive,Germany,383839,Czech Republic,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Globaldrive,Germany,383839,Denmark,20 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Globaldrive,Germany,383839,Finland,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Globaldrive,Germany,383839,France,20 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Globaldrive,Germany,383839,Hungary,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Globaldrive,Germany,383839,Ireland,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Globaldrive,Germany,383839,Italy,20 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Globaldrive,Germany,383839,Luxembourg,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Globaldrive,Germany,383839,Netherlands,20 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Globaldrive,Germany,383839,Norway,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Globaldrive,Germany,383839,Poland,20 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Globaldrive,Germany,383839,Portugal,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Globaldrive,Germany,383839,Slovakia,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Globaldrive,Germany,383839,Slovenia,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Globaldrive,Germany,383839,Sweden,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Globaldrive,Germany,383839,Switzerland,20 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Globaldrive,Germany,383839,United Kingdom,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Globaldrive,Germany,383839,Andorra,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Globaldrive,Germany,383839,Monaco,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Globaldrive,Germany,383839,Liechtenstein,20 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Goldcar Europa,Olbia and Cagliari,524685,"Carloforte, Calasetta,Maddalena, Caprera, Asinara &Sant’Antioco Islands",No extra charge,"You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle.  Please, have in mind that the prices are calculated based on the whole rental period (not only the days travelling outside)
Cars collected on an island are not allowed to be taken to mainland unless there is expressed permission in the table above
Cars collected on mainland are not allowed to be taken to any island unless there is expressed permission in the table above
The cross border locations not stated above are not permitted",
Goldcar Europa,Olbia and Cagliari,524685,Corsica island,"9€ per day, minimum charge of 25€ and maximum charge of 90€","You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle.  Please, have in mind that the prices are calculated based on the whole rental period (not only the days travelling outside)
Cars collected on an island are not allowed to be taken to mainland unless there is expressed permission in the table above
Cars collected on mainland are not allowed to be taken to any island unless there is expressed permission in the table above
The cross border locations not stated above are not permitted",
Goldcar Europa,Sicily,524685,Sardinia Island,No extra charge,"You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle.  Please, have in mind that the prices are calculated based on the whole rental period (not only the days travelling outside)
Cars collected on an island are not allowed to be taken to mainland unless there is expressed permission in the table above
Cars collected on mainland are not allowed to be taken to any island unless there is expressed permission in the table above
The cross border locations not stated above are not permitted",
GOLDCAR.Malta,Malta,655286,Gozoisland,No extra charge,"You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle.  Please, have in mind that the prices are calculated based on the whole rental period (not only the days travelling outside)
Cars collected on an island are not allowed to be taken to mainland unless there is expressed permission in the table above
Cars collected on mainland are not allowed to be taken to any island unless there is expressed permission in the table above
The cross border locations not stated above are not permitted",
Goldcar Europa,"Bari, Bergamo, Bologna, Pisa, Rome
Ciampino, Rome Fiumicino, Milan
Linate, Venice, Milan Malpensa,
Treviso, Florence and Verona",524685,"Switzerland, France, Croatia and Slovenia",From 1 to 3 days: 40€ per vehicle            From 4 days to 7 days: 60€ per vehicle       From 8 days onwards: 80€ per vehicle,"You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle.  Please, have in mind that the prices are calculated based on the whole rental period (not only the days travelling outside)
Cars collected on an island are not allowed to be taken to mainland unless there is expressed permission in the table above
Cars collected on mainland are not allowed to be taken to any island unless there is expressed permission in the table above
The cross border locations not stated above are not permitted",
Greenmotion,Latvia,619936,Estonia,24.80 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Greenmotion,Latvia,619936,Lithuania,24.80 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Greenmotion,Lithuania,619937,Estonia,24.80 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Greenmotion,Lithuania,619937,Latvia,24.80 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Greenmotion,Lithuania,619937,Poland,41.33 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Greenmotion,Poland,649429,Germany,150 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Greenmotion,Poland,649429,Austria,100 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Greenmotion,Poland,649429,Czech Republic,100 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Greenmotion,Poland,649429,Estonia,150 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Greenmotion,Poland,649429,Latvia,150 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Greenmotion,Poland,649429,Lithuania,100 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Greenmotion,Poland,649429,Slovakia,100 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Greenmotion,Romania,662527,Austria,120 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Greenmotion,Romania,662527,Bulgaria,120 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Greenmotion,Romania,662527,Croatia,120 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Greenmotion,Romania,662527,Czech Republic,120 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Greenmotion,Romania,662527,France,300 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Greenmotion,Romania,662527,Greece,120 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Greenmotion,Romania,662527,Hungary,120 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Greenmotion,Romania,662527,Italy,300 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Greenmotion,Romania,662527,Moldova,300 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Greenmotion,Romania,662527,Montenegro,120 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Greenmotion,Romania,662527,Poland,120 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Greenmotion,Romania,662527,Turkey,300 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Greenmotion,Romania,662527,Ukraine,300 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Greenmotion,Sweden,695879,Denmark,93.28 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Greenmotion,Sweden,695879,Finland,93.28 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Greenmotion,Sweden,695879,Norway,93.28 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Hertz,Austria,364342,Croatia,18.5 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ," Travel within / to these countries is not permitted: Bulgaria, Estonia, Latvia, Lithuania, Romania, Switzerland."
Hertz,Austria,364342,Czech Republic,18.5 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ," Travel within / to these countries is not permitted: Bulgaria, Estonia, Latvia, Lithuania, Romania, Switzerland."
Hertz,Austria,364342,Hungary,18.5 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ," Travel within / to these countries is not permitted: Bulgaria, Estonia, Latvia, Lithuania, Romania, Switzerland."
Hertz,Austria,364342,Poland,18.5 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ," Travel within / to these countries is not permitted: Bulgaria, Estonia, Latvia, Lithuania, Romania, Switzerland."
Hertz,Austria,364342,Slovakia,16 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ," Travel within / to these countries is not permitted: Bulgaria, Estonia, Latvia, Lithuania, Romania, Switzerland."
Hertz,Austria,364342,Slovenia,18.5 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ," Travel within / to these countries is not permitted: Bulgaria, Estonia, Latvia, Lithuania, Romania, Switzerland."
International Car,Portugal,671887,Spain,30 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Interrent,Germany,n/a,Austria,20 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Interrent,Germany,n/a,Belgium,20 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Interrent,Germany,n/a,Spain,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Interrent,Germany,n/a,Croatia,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Interrent,Germany,n/a,Czech Republic,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Interrent,Germany,n/a,Denmark,20 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Interrent,Germany,n/a,Finland,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Interrent,Germany,n/a,France,20 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Interrent,Germany,n/a,Hungary,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Interrent,Germany,n/a,Ireland,45 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
Interrent,Germany,n/a,Italy,20 EUR,You must ensure that you get authorisation for cross border travel from the local car rental company when you pick up your vehicle. ,
